Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Pos,Pos_encoded
72.0,197.0,4.53,36.88,12.0,125.08,6.77,4.25,CB_1251,0
73.0,241.0,4.7,31.84,27.0,107.66,7.29,4.54,FB_2167,2
75.0,304.0,5.32,25.7,30.0,95.37,8.03,4.73,OL_1744,4
74.0,207.0,4.43,37.05,13.0,118.99,6.86,4.15,WR_2227,9
76.0,310.0,5.35,27.55,21.0,101.73,7.81,4.91,OL_1756,4
74.0,244.0,4.66,34.53,26.0,120.89,7.21,4.36,LB_1413,3
77.0,319.0,5.27,28.88,26.0,107.52,8.16,4.55,OL_529,4
74.0,237.0,4.74,35.61,26.0,117.05,7.34,4.32,LB_1123,3
72.0,216.0,4.6,35.31,21.0,116.19,7.16,4.33,S_1334,7
69.0,201.0,4.57,36.81,16.0,121.65,7.2,4.12,RB_2246,6
71.0,185.0,4.44,37.1,13.0,125.89,6.94,4.03,CB_153,0
75.0,304.0,4.91,28.66,25.0,113.68,7.29,4.56,DL_1641,1
74.0,213.0,4.46,32.97,15.0,117.26,6.92,4.14,WR_1208,9
77.0,257.0,4.89,32.77,19.0,120.48,7.03,4.23,TE_434,8
76.0,323.0,5.43,29.72,20.0,96.32,7.88,4.79,OL_1469,4
71.0,248.0,4.77,31.07,21.0,113.99,7.35,4.34,FB_2012,2
77.0,264.0,4.66,31.63,22.0,117.37,7.01,4.5,TE_2032,8
72.0,235.0,4.79,31.91,26.0,115.97,7.44,4.21,FB_2443,2
77.0,322.0,5.25,28.22,24.0,96.23,8.05,4.8,OL_1294,4
72.0,197.0,4.51,38.59,14.0,126.2,6.81,4.23,CB_972,0
71.0,207.0,4.6,35.9,17.0,114.43,7.09,4.33,RB_2347,6
72.0,196.0,4.46,34.31,14.0,118.67,6.99,4.29,CB_2471,0
74.0,248.0,4.69,33.15,20.0,114.27,7.43,4.5,FB_1812,2
72.0,207.0,4.56,35.73,20.0,121.27,7.02,4.28,S_963,7
74.0,214.0,4.52,32.47,17.0,120.45,7.17,4.2,WR_275,9
75.0,223.0,4.74,30.59,16.0,107.7,7.15,4.35,QB_150,5
76.0,250.0,4.73,30.85,19.0,116.85,7.35,4.52,TE_1864,8
72.0,213.0,4.63,35.75,13.0,117.28,7.09,4.18,S_2755,7
69.0,227.0,4.61,33.8,22.0,120.95,7.08,4.37,RB_1485,6
76.0,250.0,4.74,34.29,22.0,109.66,7.19,4.43,TE_1561,8
73.0,202.0,4.5,34.69,13.0,121.53,6.89,4.25,WR_578,9
77.0,301.0,5.0,32.87,22.0,110.63,7.46,4.61,DL_2327,1
76.0,222.0,4.99,33.94,20.0,110.4,7.01,4.43,QB_717,5
75.0,259.0,4.66,30.78,25.0,110.26,6.98,4.26,TE_1599,8
74.0,245.0,4.77,31.83,26.0,121.11,7.36,4.32,LB_1434,3
71.0,223.0,4.59,33.22,21.0,119.05,7.14,4.28,RB_2861,6
72.0,192.0,4.45,36.33,11.0,123.45,6.8,4.04,CB_427,0
77.0,252.0,4.75,30.54,23.0,109.21,7.16,4.43,TE_1981,8
74.0,218.0,4.92,33.91,21.0,108.18,7.36,4.29,QB_1045,5
72.0,243.0,4.66,31.06,22.0,116.85,7.21,4.25,FB_831,2
74.0,214.0,4.8,31.89,21.0,108.35,7.05,4.4,QB_2078,5
72.0,216.0,4.59,32.75,13.0,123.68,7.06,4.2,WR_2377,9
77.0,260.0,4.71,32.71,17.0,117.81,7.1,4.3,TE_1407,8
74.0,211.0,4.66,34.27,16.0,114.17,7.06,4.36,QB_2491,5
75.0,280.0,4.88,32.15,26.0,107.06,7.8,4.7,DL_1567,1
77.0,251.0,4.88,32.74,20.0,117.63,7.24,4.33,TE_2473,8
72.0,186.0,4.52,34.75,15.0,123.75,7.12,4.21,CB_64,0
78.0,316.0,5.42,28.42,22.0,104.01,7.58,4.68,OL_2932,4
75.0,254.0,4.83,31.99,22.0,109.84,7.29,4.28,TE_1969,8
72.0,235.0,4.78,32.22,22.0,116.11,7.39,4.4,FB_756,2
73.0,200.0,4.43,32.17,15.0,116.79,7.09,4.09,WR_2848,9
73.0,235.0,4.66,31.16,22.0,118.67,7.24,4.42,LB_1611,3
72.0,238.0,4.87,33.9,25.0,113.48,7.42,4.41,FB_2237,2
73.0,214.0,4.57,35.39,15.0,121.79,6.99,4.18,S_1267,7
71.0,189.0,4.46,34.13,11.0,126.64,7.03,4.07,CB_394,0
73.0,202.0,4.57,37.45,15.0,117.69,6.79,4.3,WR_2840,9
73.0,237.0,4.72,34.55,26.0,121.33,7.1,4.38,LB_2768,3
71.0,185.0,4.49,36.54,16.0,119.45,7.05,4.09,CB_777,0
76.0,219.0,4.77,33.47,16.0,115.96,6.95,4.3,QB_2177,5
73.0,248.0,4.75,32.8,18.0,118.74,7.21,4.3,LB_217,3
72.0,208.0,4.44,33.39,19.0,119.52,6.92,4.14,WR_877,9
76.0,305.0,5.19,28.41,24.0,105.5,8.03,4.74,OL_166,4
71.0,213.0,4.48,33.37,20.0,112.76,6.9,4.3,RB_902,6
75.0,224.0,4.95,31.32,21.0,113.67,7.19,4.32,QB_232,5
72.0,200.0,4.43,36.44,14.0,117.51,7.17,4.21,WR_637,9
77.0,247.0,4.8,31.73,18.0,117.38,7.27,4.44,TE_1000,8
72.0,190.0,4.52,34.94,16.0,126.2,7.12,4.27,CB_2798,0
76.0,324.0,5.36,29.07,29.0,106.22,7.8,4.69,OL_88,4
71.0,197.0,4.59,36.42,15.0,119.87,7.14,4.29,CB_2460,0
73.0,241.0,4.77,33.31,20.0,114.59,7.12,4.2,LB_2857,3
76.0,286.0,4.96,29.81,24.0,102.61,7.37,4.67,DL_218,1
72.0,211.0,4.53,33.79,15.0,123.41,7.13,4.24,S_2042,7
70.0,186.0,4.56,36.15,17.0,123.7,6.75,4.1,CB_415,0
76.0,254.0,4.74,31.02,22.0,115.38,7.12,4.3,TE_673,8
73.0,242.0,4.65,33.72,24.0,120.94,7.22,4.34,LB_517,3
75.0,255.0,4.76,31.06,21.0,110.61,7.16,4.32,TE_2624,8
76.0,313.0,5.13,30.2,29.0,104.13,7.99,4.56,OL_2282,4
76.0,284.0,5.08,30.32,28.0,115.27,7.41,4.43,DL_2257,1
71.0,200.0,4.54,33.39,16.0,121.97,6.93,4.15,CB_79,0
73.0,205.0,4.58,36.62,16.0,120.46,7.13,4.2,S_2735,7
74.0,248.0,4.67,36.67,18.0,120.35,7.21,4.14,LB_2158,3
73.0,245.0,4.65,30.04,23.0,117.58,7.52,4.26,FB_1082,2
76.0,249.0,4.77,36.28,20.0,119.0,7.37,4.34,TE_1727,8
72.0,245.0,4.71,32.63,26.0,114.59,7.52,4.55,FB_2031,2
72.0,215.0,4.51,34.6,19.0,119.73,6.95,4.41,RB_97,6
76.0,233.0,4.89,29.6,19.0,116.06,7.14,4.37,QB_1754,5
70.0,209.0,4.5,34.23,15.0,120.46,6.98,4.32,RB_109,6
75.0,262.0,4.81,34.39,18.0,112.49,7.28,4.44,TE_1277,8
75.0,218.0,4.69,34.21,22.0,108.83,7.18,4.44,QB_882,5
77.0,301.0,5.1,29.6,22.0,104.84,7.86,4.86,OL_428,4
77.0,261.0,4.77,34.45,17.0,114.53,7.26,4.52,TE_253,8
73.0,241.0,4.77,33.64,26.0,121.39,7.29,4.24,LB_2407,3
73.0,208.0,4.47,37.7,16.0,121.21,6.92,4.17,WR_1039,9
72.0,188.0,4.43,38.14,18.0,122.55,6.98,4.22,CB_2643,0
75.0,199.0,4.47,36.66,18.0,121.43,6.76,4.09,WR_744,9
76.0,294.0,4.79,33.5,22.0,102.5,7.42,4.39,DL_525,1
70.0,201.0,4.56,34.34,18.0,120.09,6.82,4.11,CB_1421,0
72.0,202.0,4.57,35.73,18.0,120.61,6.88,4.15,RB_399,6
78.0,311.0,5.28,29.17,26.0,104.1,7.89,4.75,OL_2944,4
73.0,252.0,4.67,30.45,26.0,117.44,7.19,4.3,FB_173,2
75.0,306.0,5.19,26.13,26.0,104.21,7.7,4.7,OL_940,4
72.0,237.0,4.82,31.25,26.0,113.84,7.19,4.28,FB_316,2
74.0,240.0,4.65,31.78,28.0,113.44,7.36,4.29,FB_1315,2
73.0,243.0,4.8,35.11,25.0,109.63,7.45,4.23,FB_775,2
77.0,250.0,4.86,33.71,24.0,114.51,7.17,4.34,TE_817,8
71.0,210.0,4.59,32.94,14.0,119.58,6.93,4.18,S_1140,7
76.0,258.0,4.83,34.69,18.0,116.59,7.07,4.29,TE_419,8
70.0,193.0,4.56,37.78,11.0,117.82,6.94,4.29,CB_316,0
73.0,245.0,4.64,37.19,19.0,116.47,7.22,4.36,LB_2519,3
73.0,242.0,4.86,35.92,20.0,113.19,7.58,4.49,FB_2752,2
73.0,212.0,4.5,38.08,20.0,116.19,7.06,4.27,S_1602,7
72.0,210.0,4.55,33.61,16.0,119.1,7.12,4.2,S_2593,7
72.0,223.0,4.47,32.17,19.0,118.05,7.21,4.38,RB_2101,6
78.0,261.0,4.83,30.23,19.0,108.55,7.32,4.37,TE_843,8
72.0,206.0,4.51,37.75,18.0,120.39,7.07,4.3,S_2188,7
76.0,311.0,5.33,27.52,24.0,105.37,8.05,4.95,OL_1278,4
74.0,263.0,4.89,30.22,30.0,115.84,7.31,4.37,DL_773,1
76.0,249.0,4.79,34.19,18.0,115.13,7.27,4.27,TE_1079,8
74.0,219.0,4.97,29.51,19.0,110.29,7.27,4.27,QB_771,5
72.0,202.0,4.47,35.81,14.0,117.68,7.08,4.17,WR_2444,9
77.0,260.0,4.83,36.23,24.0,119.36,7.38,4.51,TE_893,8
77.0,321.0,5.41,27.94,26.0,98.3,7.69,4.74,OL_329,4
77.0,248.0,4.73,34.71,19.0,115.6,7.28,4.3,TE_1046,8
73.0,215.0,4.47,36.93,13.0,123.84,6.97,4.31,WR_2120,9
71.0,202.0,4.45,34.96,14.0,124.4,7.09,4.12,CB_2330,0
74.0,212.0,4.49,37.15,11.0,124.21,6.92,4.14,WR_2756,9
77.0,257.0,4.66,35.32,19.0,119.59,7.22,4.31,TE_2847,8
73.0,214.0,4.52,34.36,14.0,118.72,6.94,4.35,S_1587,7
73.0,205.0,4.66,37.7,17.0,116.76,7.06,4.28,S_2551,7
76.0,225.0,4.9,29.44,23.0,111.85,6.97,4.4,QB_265,5
71.0,205.0,4.5,33.98,17.0,120.17,7.04,4.26,S_92,7
74.0,221.0,4.83,33.28,20.0,105.12,7.1,4.22,QB_2481,5
77.0,295.0,5.05,33.36,26.0,106.28,7.6,4.41,DL_394,1
75.0,219.0,4.71,31.89,17.0,115.96,7.11,4.21,QB_1277,5
75.0,258.0,4.68,35.24,18.0,117.35,7.16,4.35,TE_1400,8
77.0,323.0,5.18,27.61,23.0,102.63,7.74,4.65,OL_2165,4
76.0,228.0,4.82,31.23,22.0,105.99,7.23,4.16,QB_1501,5
76.0,249.0,4.66,31.06,24.0,112.13,7.06,4.39,TE_1884,8
74.0,230.0,4.82,32.62,18.0,105.9,7.22,4.21,QB_2087,5
74.0,197.0,4.57,36.32,11.0,120.04,6.84,4.2,WR_673,9
71.0,188.0,4.53,35.9,14.0,120.86,7.09,4.16,CB_1721,0
73.0,204.0,4.64,34.28,21.0,121.15,7.02,4.31,S_2847,7
70.0,220.0,4.64,37.28,23.0,122.12,7.25,4.17,RB_383,6
77.0,263.0,4.64,31.76,23.0,118.59,7.26,4.31,TE_846,8
76.0,298.0,4.83,27.85,31.0,115.49,7.43,4.35,DL_833,1
74.0,273.0,4.92,29.87,28.0,108.37,7.79,4.63,DL_1341,1
77.0,313.0,5.31,27.6,29.0,94.97,7.62,4.74,OL_1340,4
70.0,187.0,4.58,38.11,16.0,123.05,6.9,4.13,CB_2369,0
70.0,198.0,4.56,33.31,17.0,121.72,6.98,4.18,CB_2660,0
74.0,247.0,4.8,33.2,23.0,112.74,7.21,4.15,LB_429,3
73.0,212.0,4.64,33.04,19.0,119.25,7.13,4.29,S_1205,7
73.0,204.0,4.65,34.94,17.0,116.35,6.91,4.18,S_2508,7
74.0,248.0,4.64,36.87,21.0,119.92,7.24,4.27,LB_625,3
72.0,236.0,4.81,34.34,23.0,113.02,7.33,4.51,FB_1356,2
72.0,210.0,4.64,34.63,14.0,122.27,6.88,4.22,S_2171,7
73.0,242.0,4.8,32.63,21.0,115.76,7.03,4.17,LB_1139,3
72.0,210.0,4.63,32.91,19.0,122.34,6.95,4.1,S_2664,7
71.0,209.0,4.45,36.13,15.0,118.15,6.93,4.27,WR_512,9
77.0,266.0,4.85,31.01,30.0,110.89,7.36,4.42,DL_1543,1
71.0,222.0,4.54,35.91,23.0,115.83,7.11,4.24,RB_1409,6
71.0,216.0,4.58,34.11,19.0,116.41,6.83,4.28,S_2121,7
77.0,257.0,4.7,31.54,19.0,112.68,7.25,4.41,TE_1353,8
73.0,248.0,4.77,30.69,25.0,117.37,7.25,4.31,FB_2597,2
76.0,254.0,4.78,35.74,21.0,115.42,7.3,4.33,TE_478,8
77.0,252.0,4.83,32.67,22.0,110.79,7.39,4.21,TE_1300,8
74.0,239.0,4.74,33.58,23.0,110.81,7.19,4.35,LB_2886,3
75.0,292.0,5.09,34.54,22.0,103.41,7.53,4.53,DL_418,1
77.0,324.0,5.37,27.24,26.0,107.06,7.95,4.68,OL_1501,4
74.0,248.0,4.72,30.89,24.0,115.69,6.97,4.39,LB_2684,3
74.0,226.0,4.82,28.12,16.0,105.66,7.16,4.18,QB_2494,5
72.0,202.0,4.56,37.88,18.0,118.78,7.19,4.34,S_2173,7
74.0,218.0,4.81,31.78,22.0,111.73,7.33,4.27,QB_1925,5
77.0,252.0,4.91,31.74,23.0,115.39,7.07,4.38,TE_899,8
77.0,320.0,5.4,30.0,24.0,105.45,8.05,4.71,OL_217,4
76.0,270.0,5.14,30.23,23.0,114.9,7.4,4.57,DL_2720,1
76.0,314.0,5.41,24.89,24.0,103.59,7.55,4.72,OL_1979,4
77.0,246.0,4.87,33.16,18.0,110.3,7.21,4.43,TE_2406,8
70.0,214.0,4.58,34.0,15.0,116.34,7.21,4.3,RB_2552,6
72.0,242.0,4.67,31.76,26.0,120.81,7.0,4.39,LB_739,3
72.0,245.0,4.7,33.46,28.0,110.07,7.07,4.27,FB_1718,2
75.0,252.0,4.71,33.3,17.0,115.37,7.36,4.43,TE_1747,8
72.0,234.0,4.69,30.22,23.0,108.88,7.55,4.41,FB_646,2
77.0,311.0,5.21,28.51,20.0,100.89,7.66,4.59,OL_1072,4
73.0,247.0,4.66,33.43,27.0,121.99,7.03,4.28,LB_1711,3
70.0,205.0,4.65,33.98,20.0,118.85,7.07,4.28,RB_509,6
75.0,227.0,4.77,32.2,18.0,116.51,7.0,4.29,QB_2163,5
74.0,237.0,4.7,33.26,23.0,110.19,7.16,4.46,FB_2050,2
70.0,191.0,4.5,35.02,11.0,116.29,6.81,4.18,CB_1805,0
72.0,196.0,4.5,34.04,11.0,123.69,6.92,4.06,CB_1493,0
76.0,273.0,4.91,30.58,28.0,116.53,7.42,4.36,DL_341,1
72.0,196.0,4.42,38.01,15.0,118.4,6.84,4.09,CB_52,0
72.0,206.0,4.55,32.67,17.0,116.7,7.1,4.13,S_956,7
75.0,292.0,5.13,32.52,25.0,106.74,7.18,4.61,DL_4,1
77.0,308.0,5.11,25.57,26.0,102.73,8.11,4.73,OL_1780,4
77.0,244.0,4.64,33.15,19.0,117.47,7.33,4.39,TE_4,8
72.0,201.0,4.62,36.02,20.0,123.17,7.02,4.17,S_747,7
72.0,195.0,4.49,34.39,14.0,117.33,6.92,4.26,WR_1482,9
73.0,240.0,4.65,34.06,24.0,118.87,7.03,4.3,LB_734,3
72.0,188.0,4.53,37.96,14.0,125.1,7.03,4.22,CB_2199,0
75.0,220.0,4.76,28.74,20.0,112.95,7.22,4.46,QB_907,5
76.0,232.0,4.83,31.95,17.0,106.06,7.24,4.29,QB_45,5
71.0,208.0,4.6,32.75,13.0,119.9,7.11,4.3,S_821,7
77.0,284.0,4.89,34.42,24.0,103.57,7.37,4.72,DL_843,1
76.0,278.0,4.89,27.93,28.0,109.05,7.83,4.48,DL_2245,1
78.0,319.0,5.37,28.1,24.0,101.92,8.06,4.62,OL_2204,4
74.0,240.0,4.74,34.23,25.0,114.0,7.24,4.33,FB_1967,2
77.0,261.0,4.88,33.23,20.0,120.9,7.11,4.47,TE_1587,8
76.0,280.0,4.76,34.53,29.0,111.22,7.51,4.59,DL_1592,1
76.0,269.0,4.78,31.98,28.0,116.16,7.73,4.72,DL_2200,1
74.0,267.0,5.12,34.81,28.0,110.68,7.38,4.64,DL_897,1
76.0,224.0,4.84,31.19,20.0,103.84,7.0,4.4,QB_2629,5
70.0,216.0,4.5,35.39,20.0,115.47,7.09,4.28,RB_1970,6
71.0,196.0,4.48,37.14,15.0,120.81,6.82,4.05,CB_622,0
77.0,311.0,5.22,30.84,24.0,98.9,8.09,4.65,OL_2248,4
74.0,188.0,4.53,34.93,15.0,124.78,7.03,4.24,WR_383,9
73.0,238.0,4.69,31.69,20.0,117.88,7.06,4.29,LB_2905,3
76.0,302.0,4.89,29.77,23.0,116.02,7.29,4.37,DL_2274,1
72.0,190.0,4.43,38.47,14.0,123.12,7.09,4.23,CB_102,0
75.0,312.0,5.23,29.87,28.0,102.77,7.76,4.92,OL_70,4
72.0,191.0,4.53,37.14,17.0,126.14,6.76,4.24,CB_141,0
70.0,223.0,4.5,34.45,16.0,114.72,7.13,4.36,RB_699,6
73.0,254.0,4.64,31.08,21.0,111.01,7.32,4.48,FB_2678,2
73.0,247.0,4.72,36.64,19.0,119.26,7.1,4.45,LB_1913,3
76.0,313.0,5.29,29.74,21.0,105.73,7.94,4.61,OL_401,4
72.0,218.0,4.59,35.02,17.0,119.25,7.18,4.21,RB_1476,6
75.0,214.0,4.9,30.88,18.0,111.52,7.09,4.4,QB_2455,5
73.0,245.0,4.75,30.38,25.0,108.38,7.18,4.37,FB_2218,2
76.0,319.0,5.33,30.96,26.0,101.24,7.88,4.93,OL_2346,4
73.0,212.0,4.46,38.31,12.0,115.26,6.75,4.21,WR_2624,9
73.0,200.0,4.44,35.65,12.0,121.07,7.16,4.26,WR_2598,9
77.0,252.0,4.82,33.16,17.0,120.64,7.13,4.33,TE_1039,8
71.0,206.0,4.48,34.66,22.0,119.47,7.11,4.32,RB_264,6
76.0,251.0,4.7,36.33,16.0,116.52,7.12,4.31,TE_1262,8
73.0,202.0,4.53,34.2,16.0,117.53,7.18,4.27,S_1983,7
71.0,224.0,4.6,32.57,22.0,120.29,7.22,4.39,RB_1978,6
76.0,260.0,4.77,34.05,24.0,114.48,7.13,4.24,TE_2328,8
71.0,245.0,4.83,35.45,20.0,112.02,7.3,4.23,FB_1217,2
74.0,284.0,4.87,29.61,24.0,103.12,7.77,4.59,DL_2347,1
69.0,200.0,4.57,36.31,23.0,113.09,7.2,4.3,RB_1230,6
72.0,225.0,4.55,34.25,22.0,122.33,6.92,4.18,RB_2219,6
72.0,211.0,4.52,33.76,16.0,117.84,7.0,4.13,S_845,7
75.0,269.0,4.87,29.88,29.0,106.79,7.35,4.33,DL_1913,1
74.0,232.0,4.77,36.26,27.0,116.77,6.95,4.28,LB_1428,3
77.0,316.0,5.19,29.31,24.0,103.81,7.69,4.59,OL_2122,4
72.0,202.0,4.51,35.99,16.0,122.4,6.9,4.27,CB_794,0
76.0,258.0,4.7,31.8,20.0,111.97,6.98,4.28,TE_1147,8
74.0,216.0,4.42,32.36,17.0,124.3,6.89,4.36,WR_1768,9
71.0,199.0,4.42,34.53,17.0,118.02,6.79,4.17,WR_2730,9
71.0,189.0,4.54,35.73,17.0,120.97,6.98,4.24,CB_2500,0
77.0,250.0,4.65,31.51,17.0,111.28,7.2,4.31,TE_1439,8
73.0,200.0,4.52,37.72,14.0,119.46,7.06,4.25,CB_2564,0
71.0,216.0,4.61,34.26,17.0,125.43,6.88,4.2,S_1383,7
73.0,192.0,4.52,38.48,16.0,117.86,7.05,4.1,CB_948,0
73.0,203.0,4.49,36.03,19.0,116.71,7.01,4.27,S_1405,7
73.0,214.0,4.62,33.3,14.0,118.55,7.08,4.08,S_1384,7
73.0,247.0,4.71,30.63,21.0,112.16,7.27,4.46,FB_166,2
78.0,312.0,5.36,25.28,29.0,102.69,8.05,4.56,OL_798,4
77.0,265.0,4.79,33.52,23.0,120.19,7.18,4.36,TE_2388,8
72.0,212.0,4.6,37.02,20.0,120.86,7.19,4.15,S_1954,7
73.0,244.0,4.75,31.18,26.0,115.34,7.01,4.25,LB_2042,3
77.0,252.0,4.69,33.35,21.0,109.78,7.37,4.31,TE_404,8
71.0,196.0,4.58,36.5,15.0,119.48,6.94,4.31,CB_2051,0
73.0,239.0,4.75,36.85,24.0,120.79,6.99,4.18,LB_2908,3
77.0,246.0,4.86,32.19,24.0,110.86,7.36,4.5,TE_200,8
77.0,306.0,5.41,28.99,24.0,97.51,7.8,4.75,OL_2740,4
71.0,198.0,4.49,34.49,15.0,120.72,7.04,4.26,CB_2411,0
73.0,235.0,4.88,30.44,25.0,107.99,7.19,4.35,FB_2288,2
72.0,241.0,4.65,30.86,24.0,121.06,6.93,4.37,LB_1661,3
76.0,313.0,5.32,30.51,29.0,100.73,8.17,4.89,OL_1319,4
76.0,258.0,4.9,34.74,17.0,112.36,7.17,4.31,TE_2789,8
72.0,200.0,4.48,34.4,17.0,124.45,7.07,4.05,S_2307,7
72.0,193.0,4.55,34.45,11.0,122.36,6.87,4.29,WR_754,9
73.0,216.0,4.5,34.55,14.0,121.44,6.98,4.21,WR_338,9
72.0,235.0,4.78,33.78,22.0,115.96,7.08,4.24,FB_317,2
70.0,212.0,4.63,35.84,17.0,119.12,7.02,4.18,RB_1982,6
70.0,190.0,4.51,34.41,12.0,123.79,6.88,4.11,CB_2771,0
71.0,246.0,4.83,30.13,21.0,116.76,7.5,4.38,FB_1422,2
71.0,194.0,4.48,34.09,16.0,116.05,7.01,4.19,WR_2900,9
75.0,301.0,5.01,28.05,27.0,106.0,7.3,4.42,DL_2087,1
70.0,218.0,4.6,34.86,15.0,114.34,6.91,4.21,RB_1985,6
71.0,215.0,4.64,36.25,17.0,115.46,6.8,4.22,S_282,7
73.0,201.0,4.51,34.29,13.0,115.5,6.87,4.09,WR_2495,9
75.0,220.0,4.72,33.38,21.0,110.9,7.38,4.43,QB_582,5
74.0,237.0,4.71,35.96,21.0,115.31,7.0,4.22,LB_897,3
72.0,250.0,4.77,32.7,25.0,116.63,7.29,4.28,LB_1685,3
73.0,214.0,4.66,37.31,15.0,116.85,6.9,4.06,S_1498,7
74.0,202.0,4.55,36.31,19.0,124.11,7.11,4.23,S_1984,7
76.0,250.0,4.9,32.11,23.0,114.53,7.34,4.51,TE_2194,8
76.0,257.0,4.74,35.52,20.0,118.9,7.17,4.21,TE_521,8
74.0,248.0,4.76,32.39,25.0,117.58,7.18,4.41,LB_1488,3
73.0,232.0,4.69,28.18,19.0,113.35,7.15,4.36,QB_1668,5
75.0,192.0,4.5,34.04,18.0,117.89,7.13,4.24,WR_1029,9
77.0,258.0,4.77,32.7,21.0,115.33,7.16,4.47,TE_634,8
74.0,229.0,4.96,32.09,18.0,113.65,7.2,4.19,QB_1324,5
75.0,259.0,4.88,31.99,18.0,115.93,7.32,4.44,TE_1243,8
75.0,220.0,4.78,31.42,23.0,116.3,7.07,4.27,QB_378,5
72.0,214.0,4.54,37.43,19.0,121.79,6.8,4.08,S_737,7
71.0,211.0,4.59,36.14,16.0,116.35,6.96,4.27,WR_1682,9
76.0,315.0,5.25,24.99,28.0,99.33,8.04,4.83,OL_2355,4
78.0,317.0,5.38,26.93,22.0,105.5,7.73,4.71,OL_347,4
72.0,201.0,4.54,36.71,14.0,122.72,6.89,4.31,CB_2000,0
75.0,249.0,4.8,33.73,21.0,110.71,7.22,4.49,TE_2991,8
71.0,203.0,4.65,35.86,19.0,120.33,7.13,4.28,RB_2428,6
72.0,211.0,4.6,36.01,14.0,125.03,6.96,4.28,S_2695,7
72.0,196.0,4.58,34.87,16.0,121.93,6.92,4.25,WR_222,9
70.0,209.0,4.64,33.19,20.0,114.29,7.13,4.17,RB_2641,6
70.0,195.0,4.41,38.62,15.0,119.6,6.79,4.13,CB_706,0
71.0,227.0,4.58,35.29,21.0,119.15,7.05,4.29,RB_2721,6
76.0,214.0,4.91,29.0,21.0,104.75,7.1,4.31,QB_1235,5
72.0,189.0,4.58,34.0,12.0,117.95,6.81,4.27,CB_464,0
74.0,195.0,4.56,38.31,12.0,118.98,7.06,4.28,WR_1709,9
75.0,281.0,5.01,31.29,22.0,115.58,7.41,4.7,DL_837,1
73.0,209.0,4.5,37.44,15.0,123.23,6.87,4.15,S_2815,7
70.0,219.0,4.53,35.47,15.0,115.83,7.19,4.13,RB_484,6
73.0,198.0,4.54,37.32,19.0,115.39,7.04,4.06,S_2087,7
71.0,206.0,4.57,33.72,13.0,123.7,6.9,4.35,S_981,7
72.0,245.0,4.81,33.14,19.0,114.17,7.42,4.4,FB_219,2
72.0,213.0,4.55,37.84,21.0,118.37,7.02,4.15,S_2817,7
74.0,218.0,4.71,29.58,18.0,108.5,6.96,4.2,QB_190,5
71.0,225.0,4.45,37.01,15.0,115.24,7.23,4.2,RB_231,6
73.0,239.0,4.67,31.22,21.0,116.22,7.26,4.43,LB_2477,3
71.0,236.0,4.72,31.46,22.0,111.88,7.59,4.41,FB_720,2
72.0,209.0,4.47,36.54,11.0,121.3,7.05,4.12,WR_626,9
76.0,262.0,4.87,35.87,17.0,119.79,7.41,4.29,TE_428,8
73.0,208.0,4.52,36.05,14.0,119.34,7.03,4.29,S_519,7
72.0,245.0,4.74,34.93,25.0,114.97,7.04,4.31,FB_759,2
78.0,312.0,5.11,28.85,26.0,96.55,7.75,4.69,OL_1998,4
77.0,311.0,5.25,29.76,25.0,103.2,7.67,4.58,OL_1256,4
74.0,243.0,4.63,36.47,20.0,117.95,7.03,4.18,LB_645,3
74.0,242.0,4.68,30.75,23.0,122.14,6.94,4.21,LB_2508,3
72.0,201.0,4.66,35.04,19.0,118.09,7.12,4.28,S_2732,7
76.0,253.0,4.9,34.95,24.0,112.4,7.39,4.23,TE_1354,8
72.0,187.0,4.48,38.14,16.0,116.97,6.88,4.11,CB_739,0
71.0,211.0,4.66,34.06,18.0,120.05,7.19,4.2,RB_474,6
76.0,218.0,4.81,28.97,19.0,108.7,7.27,4.2,QB_2598,5
74.0,239.0,4.88,32.33,27.0,113.74,7.29,4.48,FB_975,2
72.0,249.0,4.62,33.88,20.0,117.32,7.26,4.21,LB_1228,3
71.0,211.0,4.54,33.81,19.0,119.71,7.18,4.2,RB_800,6
76.0,248.0,4.82,33.62,21.0,112.11,7.11,4.39,TE_2623,8
77.0,263.0,4.66,34.75,16.0,115.78,7.34,4.36,TE_1206,8
69.0,211.0,4.54,35.03,22.0,116.26,7.15,4.22,RB_659,6
73.0,252.0,4.63,31.53,20.0,116.82,7.36,4.5,FB_1295,2
76.0,294.0,5.04,27.97,26.0,104.41,7.74,4.7,DL_554,1
74.0,231.0,4.72,33.47,19.0,111.14,7.36,4.24,QB_1256,5
71.0,204.0,4.57,34.26,17.0,124.81,6.92,4.17,S_1012,7
71.0,195.0,4.43,38.59,16.0,125.32,6.76,4.01,CB_418,0
74.0,234.0,4.71,35.04,19.0,118.78,7.21,4.24,LB_2562,3
76.0,309.0,4.95,31.08,22.0,105.6,7.43,4.5,DL_2242,1
74.0,249.0,4.68,35.25,25.0,111.74,7.13,4.24,FB_943,2
75.0,297.0,5.0,29.84,26.0,112.21,7.67,4.44,DL_73,1
72.0,202.0,4.57,35.77,17.0,122.26,7.02,4.11,CB_557,0
71.0,214.0,4.47,37.62,18.0,115.81,7.21,4.29,S_1339,7
77.0,319.0,5.21,29.19,24.0,99.82,8.01,4.73,OL_563,4
